Archived__c,Created_At__c,Description__c,External_ID__c,Forks__c,GitHub_URL__C,License__C,Name,Open_Issues__c,Page_Views__C,Primary_Language__c,Pushed_At__c,Stargazers__C,Temp_Page_Views__C,Temp_Unique_Page_Views__c,Todays_Page_Views__c,Todays_Unique_Page_Views__c,Unique_Page_Views__c,Updated_At__c,Visibility__c,Watchers__c
FALSE,2019-01-01T00:00:00.000Z,A Quip Live App allowing anyone to collaboratively find a time slot that works for everyone.,183,1,https://github.com/SalesforceLabs/QuipSchedulerLiveApp,Apache-2.0,QuipSchedulerLiveApp,0,28,JavaScript,2019-01-01T00:00:00.000Z,1,0,0,0,0,5,2019-01-01T00:00:00.000Z,Public,1
FALSE,2018-01-01T00:00:00.000Z,,184,0,https://github.com/SalesforceLabs/QuipWeatherApp,,QuipWeatherApp,0,0,,2018-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2013-01-01T00:00:00.000Z,UI for viewing and editing quotas for Collaborative Forecasting,185,11,https://github.com/SalesforceLabs/QuotaEdit,,QuotaEdit,8,24,Apex,2020-01-01T00:00:00.000Z,16,0,0,0,0,11,2020-01-01T00:00:00.000Z,Public,16
FALSE,2016-01-01T00:00:00.000Z,,186,6,https://github.com/SalesforceLabs/react.force,,react.force,2,137,JavaScript,2016-01-01T00:00:00.000Z,2,0,0,0,0,49,2020-01-01T00:00:00.000Z,Public,2
FALSE,2016-01-01T00:00:00.000Z,,187,7,https://github.com/SalesforceLabs/react.force.base.theme,,react.force.base.theme,1,15,JavaScript,2017-01-01T00:00:00.000Z,7,0,0,0,0,5,2019-01-01T00:00:00.000Z,Public,7
FALSE,2016-01-01T00:00:00.000Z,,188,7,https://github.com/SalesforceLabs/react.force.data,NOASSERTION,react.force.data,3,5,JavaScript,2017-01-01T00:00:00.000Z,1,0,0,0,0,2,2019-01-01T00:00:00.000Z,Public,1
FALSE,2016-01-01T00:00:00.000Z,,189,8,https://github.com/SalesforceLabs/react.force.datacontainer,,react.force.datacontainer,3,0,JavaScript,2016-01-01T00:00:00.000Z,3,0,0,0,0,0,2019-01-01T00:00:00.000Z,Public,3
FALSE,2016-01-01T00:00:00.000Z,,190,6,https://github.com/SalesforceLabs/react.force.layout,,react.force.layout,0,11,JavaScript,2016-01-01T00:00:00.000Z,1,0,0,0,0,2,2019-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,Lightning component to clone record with child records together,191,0,https://github.com/SalesforceLabs/RecordClone,BSD-3-Clause,RecordClone,0,1,Apex,2020-01-01T00:00:00.000Z,0,0,0,0,0,1,2020-01-01T00:00:00.000Z,Private,0
FALSE,2018-01-01T00:00:00.000Z,Helping schedule your resources with required skills in a simple way!,192,2,https://github.com/SalesforceLabs/Resource-Availability-Checker,NOASSERTION,Resource-Availability-Checker,0,12,Apex,2019-01-01T00:00:00.000Z,1,0,0,0,0,8,2020-01-01T00:00:00.000Z,Public,1
FALSE,2019-01-01T00:00:00.000Z,Simple Salesforce project framework designed to be spun out of Opportunities.,193,2,https://github.com/SalesforceLabs/Reusable-Projects,NOASSERTION,Reusable-Projects,0,20,Apex,2019-01-01T00:00:00.000Z,0,0,0,0,0,6,2019-01-01T00:00:00.000Z,Public,0
FALSE,2019-01-01T00:00:00.000Z,Reusable framework for a LiveMessage SMS engine.,194,0,https://github.com/SalesforceLabs/Reusable-SMS,,Reusable-SMS,0,0,,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,,195,0,https://github.com/SalesforceLabs/RichInterfaceChatbot,,RichInterfaceChatbot,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,196,3,https://github.com/SalesforceLabs/Sales-Activity-Dashboards,,Sales-Activity-Dashboards,0,0,,2011-01-01T00:00:00.000Z,2,0,0,0,0,0,2019-01-01T00:00:00.000Z,Public,2
FALSE,2011-01-01T00:00:00.000Z,,197,3,https://github.com/SalesforceLabs/Salesforce-Adoption-Dashboards,,Salesforce-Adoption-Dashboards,0,4,,2011-01-01T00:00:00.000Z,2,0,0,0,0,4,2019-01-01T00:00:00.000Z,Public,2
FALSE,2011-01-01T00:00:00.000Z,"This is code that works with Salesforce.com.  Easily break down Campaigns for A-B testing or using the Salesforce.com Mass Email wizards. Create segments of whatever size works for you and randomly assign campaign members to those segments, all of them rolling up using standard Campaign Hierarchy.",198,5,https://github.com/SalesforceLabs/Salesforce-Campaign-Segmentation-Wizard,,Salesforce-Campaign-Segmentation-Wizard,5,18,,2011-01-01T00:00:00.000Z,9,0,0,0,0,9,2019-01-01T00:00:00.000Z,Public,9
FALSE,2011-01-01T00:00:00.000Z,,199,3,https://github.com/SalesforceLabs/Salesforce-CRM-Dashboards,,Salesforce-CRM-Dashboards,0,3,,2011-01-01T00:00:00.000Z,2,0,0,0,0,2,2019-01-01T00:00:00.000Z,Public,2
FALSE,2011-01-01T00:00:00.000Z,,200,0,https://github.com/SalesforceLabs/salesforce-locations,,salesforce-locations,4,0,,2011-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,"This Lightning Component allows you to view which Marketing Cloud journeys a Contact, Lead, Case or Account is on, directly within Salesforce. You can also choose to eject them from any of those journeys if appropriate.",201,1,https://github.com/SalesforceLabs/SalesforceJourneys,BSD-3-Clause,SalesforceJourneys,0,138,HTML,2020-01-01T00:00:00.000Z,2,0,0,11,1,41,2020-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,Not your mother's Salesforce scheduler,202,2,https://github.com/SalesforceLabs/Schedul-o-matic-9000,BSD-3-Clause,Schedul-o-matic-9000,2,435,JavaScript,2020-01-01T00:00:00.000Z,13,0,0,8,3,222,2020-01-01T00:00:00.000Z,Public,13
FALSE,2019-01-01T00:00:00.000Z,,203,1,https://github.com/SalesforceLabs/Scheduling-from-Lists-in-Lightning-Experience,BSD-2-Clause,Scheduling-from-Lists-in-Lightning-Experience,0,6,Apex,2019-01-01T00:00:00.000Z,0,0,0,0,0,2,2019-01-01T00:00:00.000Z,Public,0
FALSE,2020-01-01T00:00:00.000Z,,204,0,https://github.com/SalesforceLabs/sebrepo,,sebrepo,0,1,,2020-01-01T00:00:00.000Z,0,0,0,0,0,1,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,205,2,https://github.com/SalesforceLabs/Service-And-Support-Dashboards,,Service-And-Support-Dashboards,0,0,,2011-01-01T00:00:00.000Z,3,0,0,0,0,0,2019-01-01T00:00:00.000Z,Public,3
FALSE,2020-01-01T00:00:00.000Z,Service Center Playground AppExchange for developers,206,0,https://github.com/SalesforceLabs/ServiceCenterPlayground,,ServiceCenterPlayground,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,Salesforce Connect adapter for Workday HCM,207,0,https://github.com/SalesforceLabs/sfdcwdayhcmconnect,,sfdcwdayhcmconnect,0,0,,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,"This code uses a Apex Connector + REST API to extract the Salesforce Limits. Once the external source is validated and synced add the Permission Set (Salesforce Limit Permission Set) to the appropriate users. In addition, the code supports both Anonymous and Named Credentials. If Anonymous is used, the connector uses the session id of the invoker.",208,0,https://github.com/SalesforceLabs/SFDXApexConnector,MIT,SFDXApexConnector,0,0,Apex,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,,209,0,https://github.com/SalesforceLabs/ISCRMIntegration,,ISCRMIntegration,0,1,,2020-01-01T00:00:00.000Z,0,0,0,0,0,1,2020-01-01T00:00:00.000Z,Private,0
